Notes,Race,Race Code,Cause of death,Cause of death Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Gender,Gender Code,Deaths,Population,Crude Rate
,Black or African American,2054-5,Unspecified dementia,F03,85+ years,85+,Female,F,48,Not Applicable,Not Applicable
,Black or African American,2054-5,Unspecified dementia,F03,85+ years,85+,Male,M,19,Not Applicable,Not Applicable
,Black or African American,2054-5,"Mental and behavioural disorders due to use of alcohol, dependence syndrome",F10.2,35-44 years,35-44,Male,M,10,Not Applicable,Not Applicable
,Black or African American,2054-5,"Mental and behavioural disorders due to use of alcohol, dependence syndrome",F10.2,45-54 years,45-54,Male,M,12,Not Applicable,Not Applicable
,Black or African American,2054-5,"Mental and behavioural disorders due to use of cocaine, harmful use",F14.1,45-54 years,45-54,Male,M,11,Not Applicable,Not Applicable
,Black or African American,2054-5,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",F19.1,35-44 years,35-44,Male,M,14,Not Applicable,Not Applicable
,Black or African American,2054-5,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",F19.1,45-54 years,45-54,Male,M,11,Not Applicable,Not Applicable
,Black or African American,2054-5,Parkinson disease,G20,75-84 years,75-84,Male,M,10,Not Applicable,Not Applicable
,Black or African American,2054-5,"Alzheimer disease, unspecified",G30.9,65-74 years,65-74,Male,M,12,Not Applicable,Not Applicable
,Black or African American,2054-5,"Alzheimer disease, unspecified",G30.9,75-84 years,75-84,Female,F,36,Not Applicable,Not Applicable
,Black or African American,2054-5,"Alzheimer disease, unspecified",G30.9,75-84 years,75-84,Male,M,18,Not Applicable,Not Applicable
,Black or African American,2054-5,"Alzheimer disease, unspecified",G30.9,85+ years,85+,Female,F,44,Not Applicable,Not Applicable
,Black or African American,2054-5,"Alzheimer disease, unspecified",G30.9,85+ years,85+,Male,M,13,Not Applicable,Not Applicable
,Black or African American,2054-5,"Anoxic brain damage, not elsewhere classified",G93.1,45-54 years,45-54,Female,F,15,Not Applicable,Not Applicable
,Black or African American,2054-5,"Anoxic brain damage, not elsewhere classified",G93.1,45-54 years,45-54,Male,M,10,Not Applicable,Not Applicable
,Black or African American,2054-5,"Anoxic brain damage, not elsewhere classified",G93.1,55-64 years,55-64,Female,F,18,Not Applicable,Not Applicable
,Black or African American,2054-5,"Anoxic brain damage, not elsewhere classified",G93.1,55-64 years,55-64,Male,M,11,Not Applicable,Not Applicable
,Black or African American,2054-5,"Anoxic brain damage, not elsewhere classified",G93.1,65-74 years,65-74,Female,F,28,Not Applicable,Not Applicable
,Black or African American,2054-5,"Anoxic brain damage, not elsewhere classified",G93.1,65-74 years,65-74,Male,M,25,Not Applicable,Not Applicable
,Black or African American,2054-5,"Anoxic brain damage, not elsewhere classified",G93.1,75-84 years,75-84,Female,F,21,Not Applicable,Not Applicable
,Black or African American,2054-5,"Anoxic brain damage, not elsewhere classified",G93.1,75-84 years,75-84,Male,M,13,Not Applicable,Not Applicable
,Black or African American,2054-5,"Anoxic brain damage, not elsewhere classified",G93.1,85+ years,85+,Female,F,12,Not Applicable,Not Applicable
,Black or African American,2054-5,Essential (primary) hypertension,I10,55-64 years,55-64,Male,M,11,Not Applicable,Not Applicable
,Black or African American,2054-5,Essential (primary) hypertension,I10,65-74 years,65-74,Female,F,17,Not Applicable,Not Applicable
,Black or African American,2054-5,Essential (primary) hypertension,I10,65-74 years,65-74,Male,M,18,Not Applicable,Not Applicable
,Black or African American,2054-5,Essential (primary) hypertension,I10,75-84 years,75-84,Female,F,16,Not Applicable,Not Applicable
,Black or African American,2054-5,Essential (primary) hypertension,I10,75-84 years,75-84,Male,M,10,Not Applicable,Not Applicable
,Black or African American,2054-5,Essential (primary) hypertension,I10,85+ years,85+,Female,F,23,Not Applicable,Not Applicable
,Black or African American,2054-5,Hypertensive heart disease with (congestive) heart failure,I11.0,65-74 years,65-74,Female,F,12,Not Applicable,Not Applicable
,Black or African American,2054-5,Hypertensive heart disease with (congestive) heart failure,I11.0,65-74 years,65-74,Male,M,12,Not Applicable,Not Applicable
,Black or African American,2054-5,Hypertensive heart disease with (congestive) heart failure,I11.0,75-84 years,75-84,Female,F,28,Not Applicable,Not Applicable
,Black or African American,2054-5,Hypertensive heart disease with (congestive) heart failure,I11.0,75-84 years,75-84,Male,M,11,Not Applicable,Not Applicable
,Black or African American,2054-5,Hypertensive heart disease with (congestive) heart failure,I11.0,85+ years,85+,Female,F,18,Not Applicable,Not Applicable
,Black or African American,2054-5,Hypertensive heart disease without (congestive) heart failure,I11.9,35-44 years,35-44,Female,F,19,Not Applicable,Not Applicable
,Black or African American,2054-5,Hypertensive heart disease without (congestive) heart failure,I11.9,35-44 years,35-44,Male,M,26,Not Applicable,Not Applicable
,Black or African American,2054-5,Hypertensive heart disease without (congestive) heart failure,I11.9,45-54 years,45-54,Female,F,28,Not Applicable,Not Applicable
,Black or African American,2054-5,Hypertensive heart disease without (congestive) heart failure,I11.9,45-54 years,45-54,Male,M,40,Not Applicable,Not Applicable
,Black or African American,2054-5,Hypertensive heart disease without (congestive) heart failure,I11.9,55-64 years,55-64,Female,F,28,Not Applicable,Not Applicable
,Black or African American,2054-5,Hypertensive heart disease without (congestive) heart failure,I11.9,55-64 years,55-64,Male,M,46,Not Applicable,Not Applicable
,Black or African American,2054-5,Hypertensive heart disease without (congestive) heart failure,I11.9,65-74 years,65-74,Female,F,33,Not Applicable,Not Applicable
,Black or African American,2054-5,Hypertensive heart disease without (congestive) heart failure,I11.9,65-74 years,65-74,Male,M,39,Not Applicable,Not Applicable
,Black or African American,2054-5,Hypertensive heart disease without (congestive) heart failure,I11.9,75-84 years,75-84,Female,F,35,Not Applicable,Not Applicable
,Black or African American,2054-5,Hypertensive heart disease without (congestive) heart failure,I11.9,75-84 years,75-84,Male,M,24,Not Applicable,Not Applicable
,Black or African American,2054-5,Hypertensive heart disease without (congestive) heart failure,I11.9,85+ years,85+,Female,F,26,Not Applicable,Not Applicable
,Black or African American,2054-5,Hypertensive heart disease without (congestive) heart failure,I11.9,85+ years,85+,Male,M,14,Not Applicable,Not Applicable
,Black or African American,2054-5,Hypertensive renal disease with renal failure,I12.0,45-54 years,45-54,Female,F,12,Not Applicable,Not Applicable
,Black or African American,2054-5,Hypertensive renal disease with renal failure,I12.0,45-54 years,45-54,Male,M,15,Not Applicable,Not Applicable
,Black or African American,2054-5,Hypertensive renal disease with renal failure,I12.0,55-64 years,55-64,Female,F,18,Not Applicable,Not Applicable
,Black or African American,2054-5,Hypertensive renal disease with renal failure,I12.0,65-74 years,65-74,Female,F,35,Not Applicable,Not Applicable
,Black or African American,2054-5,Hypertensive renal disease with renal failure,I12.0,65-74 years,65-74,Male,M,28,Not Applicable,Not Applicable
,Black or African American,2054-5,Hypertensive renal disease with renal failure,I12.0,75-84 years,75-84,Female,F,32,Not Applicable,Not Applicable
,Black or African American,2054-5,Hypertensive renal disease with renal failure,I12.0,75-84 years,75-84,Male,M,25,Not Applicable,Not Applicable
,Black or African American,2054-5,Hypertensive renal disease with renal failure,I12.0,85+ years,85+,Female,F,21,Not Applicable,Not Applicable
,Black or African American,2054-5,Hypertensive heart and renal disease with renal failure,I13.1,35-44 years,35-44,Male,M,10,Not Applicable,Not Applicable
,Black or African American,2054-5,"Acute myocardial infarction, unspecified",I21.9,35-44 years,35-44,Female,F,26,Not Applicable,Not Applicable
,Black or African American,2054-5,"Acute myocardial infarction, unspecified",I21.9,35-44 years,35-44,Male,M,44,Not Applicable,Not Applicable
,Black or African American,2054-5,"Acute myocardial infarction, unspecified",I21.9,45-54 years,45-54,Female,F,73,Not Applicable,Not Applicable
,Black or African American,2054-5,"Acute myocardial infarction, unspecified",I21.9,45-54 years,45-54,Male,M,124,Not Applicable,Not Applicable
,Black or African American,2054-5,"Acute myocardial infarction, unspecified",I21.9,55-64 years,55-64,Female,F,143,Not Applicable,Not Applicable
,Black or African American,2054-5,"Acute myocardial infarction, unspecified",I21.9,55-64 years,55-64,Male,M,194,Not Applicable,Not Applicable
,Black or African American,2054-5,"Acute myocardial infarction, unspecified",I21.9,65-74 years,65-74,Female,F,292,Not Applicable,Not Applicable
,Black or African American,2054-5,"Acute myocardial infarction, unspecified",I21.9,65-74 years,65-74,Male,M,302,Not Applicable,Not Applicable
,Black or African American,2054-5,"Acute myocardial infarction, unspecified",I21.9,75-84 years,75-84,Female,F,375,Not Applicable,Not Applicable
,Black or African American,2054-5,"Acute myocardial infarction, unspecified",I21.9,75-84 years,75-84,Male,M,262,Not Applicable,Not Applicable
,Black or African American,2054-5,"Acute myocardial infarction, unspecified",I21.9,85+ years,85+,Female,F,247,Not Applicable,Not Applicable
,Black or African American,2054-5,"Acute myocardial infarction, unspecified",I21.9,85+ years,85+,Male,M,117,Not Applicable,Not Applicable
,Black or African American,2054-5,"Atherosclerotic cardiovascular disease, so described",I25.0,35-44 years,35-44,Female,F,12,Not Applicable,Not Applicable
,Black or African American,2054-5,"Atherosclerotic cardiovascular disease, so described",I25.0,35-44 years,35-44,Male,M,31,Not Applicable,Not Applicable
,Black or African American,2054-5,"Atherosclerotic cardiovascular disease, so described",I25.0,45-54 years,45-54,Female,F,40,Not Applicable,Not Applicable
,Black or African American,2054-5,"Atherosclerotic cardiovascular disease, so described",I25.0,45-54 years,45-54,Male,M,75,Not Applicable,Not Applicable
,Black or African American,2054-5,"Atherosclerotic cardiovascular disease, so described",I25.0,55-64 years,55-64,Female,F,65,Not Applicable,Not Applicable
,Black or African American,2054-5,"Atherosclerotic cardiovascular disease, so described",I25.0,55-64 years,55-64,Male,M,120,Not Applicable,Not Applicable
,Black or African American,2054-5,"Atherosclerotic cardiovascular disease, so described",I25.0,65-74 years,65-74,Female,F,94,Not Applicable,Not Applicable
,Black or African American,2054-5,"Atherosclerotic cardiovascular disease, so described",I25.0,65-74 years,65-74,Male,M,150,Not Applicable,Not Applicable
,Black or African American,2054-5,"Atherosclerotic cardiovascular disease, so described",I25.0,75-84 years,75-84,Female,F,123,Not Applicable,Not Applicable
,Black or African American,2054-5,"Atherosclerotic cardiovascular disease, so described",I25.0,75-84 years,75-84,Male,M,115,Not Applicable,Not Applicable
,Black or African American,2054-5,"Atherosclerotic cardiovascular disease, so described",I25.0,85+ years,85+,Female,F,101,Not Applicable,Not Applicable
,Black or African American,2054-5,"Atherosclerotic cardiovascular disease, so described",I25.0,85+ years,85+,Male,M,54,Not Applicable,Not Applicable
,Black or African American,2054-5,Atherosclerotic heart disease,I25.1,35-44 years,35-44,Female,F,28,Not Applicable,Not Applicable
,Black or African American,2054-5,Atherosclerotic heart disease,I25.1,35-44 years,35-44,Male,M,50,Not Applicable,Not Applicable
,Black or African American,2054-5,Atherosclerotic heart disease,I25.1,45-54 years,45-54,Female,F,68,Not Applicable,Not Applicable
,Black or African American,2054-5,Atherosclerotic heart disease,I25.1,45-54 years,45-54,Male,M,108,Not Applicable,Not Applicable
,Black or African American,2054-5,Atherosclerotic heart disease,I25.1,55-64 years,55-64,Female,F,118,Not Applicable,Not Applicable
,Black or African American,2054-5,Atherosclerotic heart disease,I25.1,55-64 years,55-64,Male,M,196,Not Applicable,Not Applicable
,Black or African American,2054-5,Atherosclerotic heart disease,I25.1,65-74 years,65-74,Female,F,269,Not Applicable,Not Applicable
,Black or African American,2054-5,Atherosclerotic heart disease,I25.1,65-74 years,65-74,Male,M,280,Not Applicable,Not Applicable
,Black or African American,2054-5,Atherosclerotic heart disease,I25.1,75-84 years,75-84,Female,F,335,Not Applicable,Not Applicable
,Black or African American,2054-5,Atherosclerotic heart disease,I25.1,75-84 years,75-84,Male,M,298,Not Applicable,Not Applicable
,Black or African American,2054-5,Atherosclerotic heart disease,I25.1,85+ years,85+,Female,F,296,Not Applicable,Not Applicable
,Black or African American,2054-5,Atherosclerotic heart disease,I25.1,85+ years,85+,Male,M,127,Not Applicable,Not Applicable
,Black or African American,2054-5,Ischaemic cardiomyopathy,I25.5,65-74 years,65-74,Female,F,25,Not Applicable,Not Applicable
,Black or African American,2054-5,Ischaemic cardiomyopathy,I25.5,65-74 years,65-74,Male,M,15,Not Applicable,Not Applicable
,Black or African American,2054-5,Ischaemic cardiomyopathy,I25.5,75-84 years,75-84,Female,F,13,Not Applicable,Not Applicable
,Black or African American,2054-5,Ischaemic cardiomyopathy,I25.5,75-84 years,75-84,Male,M,15,Not Applicable,Not Applicable
,Black or African American,2054-5,"Chronic ischaemic heart disease, unspecified",I25.9,65-74 years,65-74,Female,F,17,Not Applicable,Not Applicable
,Black or African American,2054-5,"Chronic ischaemic heart disease, unspecified",I25.9,75-84 years,75-84,Female,F,15,Not Applicable,Not Applicable
,Black or African American,2054-5,"Chronic ischaemic heart disease, unspecified",I25.9,75-84 years,75-84,Male,M,15,Not Applicable,Not Applicable
,Black or African American,2054-5,Pulmonary embolism without mention of acute cor pulmonale,I26.9,25-34 years,25-34,Female,F,12,Not Applicable,Not Applicable
,Black or African American,2054-5,Pulmonary embolism without mention of acute cor pulmonale,I26.9,35-44 years,35-44,Female,F,20,Not Applicable,Not Applicable
,Black or African American,2054-5,Pulmonary embolism without mention of acute cor pulmonale,I26.9,45-54 years,45-54,Female,F,28,Not Applicable,Not Applicable
,Black or African American,2054-5,Pulmonary embolism without mention of acute cor pulmonale,I26.9,45-54 years,45-54,Male,M,16,Not Applicable,Not Applicable
,Black or African American,2054-5,Pulmonary embolism without mention of acute cor pulmonale,I26.9,55-64 years,55-64,Female,F,35,Not Applicable,Not Applicable
,Black or African American,2054-5,Pulmonary embolism without mention of acute cor pulmonale,I26.9,55-64 years,55-64,Male,M,15,Not Applicable,Not Applicable
,Black or African American,2054-5,Pulmonary embolism without mention of acute cor pulmonale,I26.9,65-74 years,65-74,Female,F,39,Not Applicable,Not Applicable
,Black or African American,2054-5,Pulmonary embolism without mention of acute cor pulmonale,I26.9,65-74 years,65-74,Male,M,26,Not Applicable,Not Applicable
,Black or African American,2054-5,Pulmonary embolism without mention of acute cor pulmonale,I26.9,75-84 years,75-84,Female,F,32,Not Applicable,Not Applicable
,Black or African American,2054-5,Pulmonary embolism without mention of acute cor pulmonale,I26.9,75-84 years,75-84,Male,M,22,Not Applicable,Not Applicable
,Black or African American,2054-5,Pulmonary embolism without mention of acute cor pulmonale,I26.9,85+ years,85+,Female,F,13,Not Applicable,Not Applicable
,Black or African American,2054-5,Primary pulmonary hypertension,I27.0,45-54 years,45-54,Female,F,11,Not Applicable,Not Applicable
,Black or African American,2054-5,Primary pulmonary hypertension,I27.0,65-74 years,65-74,Female,F,14,Not Applicable,Not Applicable
